index_new,mz,RT,dataset.x,dataset.y,comp1.x,comp1.y,GroupContrib.x,GroupContrib.y,Compound_Name,rev_cosine,ba_lib,syn_lib,Concordance,mean_vip
343,358.2601126254575,3.661843,MSV000089558_20907,MSV000092652_20371,1.9336245447364993,2.057593704239043,TRUE,TRUE,NA,NA,NA,Candidate Carnitine (delta mass 196.1467 putative explanation: CAR 12:1;O),Yes,1.9956091244877712
477,305.16120280799174,2.4624774,MSV000089558_12590,MSV000092652_11890,1.921147360621489,2.069055596848194,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9951014787348416
589,493.2814273010065,2.3944614,MSV000089558_12185,MSV000092652_11435,1.9241705114332606,2.0566278385973447,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9903991750153027
562,425.2087610359519,3.3449318,MSV000089558_17942,MSV000092652_18141,1.8993336511843757,2.0675575036963343,TRUE,TRUE,NA,NA,NA,NA,Yes,1.983445577440355
111,468.25064823969535,2.6732996,MSV000089558_13796,MSV000092652_13417,1.8573377044112005,2.09373591978962,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9755368121004104
389,382.2604079644736,3.8253272,MSV000089558_22750,MSV000092652_21654,1.7519305792577697,2.1977192054147685,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9748248923362692
585,438.2396804342849,2.6393268,MSV000089558_13582,MSV000092652_13171,1.9561318469918352,1.9806108126583233,TRUE,TRUE,Massbank:PR311082 Dicoumaroyl Spermidine,NA,NA,NA,Yes,1.9683713298250791
98,458.2756126037368,3.487782,MSV000089558_18956,MSV000092652_19223,1.9109884861267687,2.016111883824133,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9635501849754509
571,428.3004270824443,3.804477,MSV000089558_22716,MSV000092652_21681,1.807547753965028,2.1100158919784913,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9587818229717597
483,310.1281800789205,0.5250521,MSV000089558_5548,MSV000092652_4437,1.8877014631523874,2.0270526595458644,TRUE,TRUE,NA,NA,NA,NA,Yes,1.957377061349126
20,592.3031750247023,2.763602,MSV000089558_14501,MSV000092652_14215,1.8357238948814232,2.0782972819951984,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9570105884383109
73,442.3528754589422,4.2757306,MSV000089558_26337,MSV000092652_23386,1.7177477491828648,2.1957903597916997,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9567690544872822
648,771.2134595022773,2.7338102,MSV000089558_14118,MSV000092652_13850,1.9005852277362685,2.008179528439035,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9543823780876517
66,441.223750658738,2.26598,MSV000089558_11201,MSV000092652_10377,1.7220421724862938,2.182051709755501,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9520469411208974
87,454.2339940279896,2.4963586,MSV000089558_12841,MSV000092652_12220,1.8578391863199297,2.0437141350214283,TRUE,TRUE,NA,NA,NA,NA,Yes,1.950776660670679
438,286.2013525217773,3.0027528,MSV000089558_15844,MSV000092652_15796,1.7698108357769418,2.1305290954619474,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 124.0887; sirius atomic difference: 8C, 12H, 1O; buddy atomic difference: 8C, 12H, 1O; putative explanation: CAR 8:1)",Yes,1.9501699656194447
538,414.3212468557578,3.9383824,MSV000089558_23005,MSV000092652_21998,1.7191616914119816,2.177142551279499,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 252.2247; sirius atomic difference: 20C, 28H, -1O; buddy atomic difference: 20C, 28H, -1O; putative explanation: N/A)",Yes,1.9481521213457402
308,259.1289901611097,0.3431856,MSV000089558_3917,MSV000092652_3047,1.7125872015538208,2.1830018642243982,FALSE,TRUE,NA,NA,NA,NA,No,1.9477945328891095
424,280.11800784882286,2.5559216,MSV000089558_13125,MSV000092652_12505,1.9272195047872407,1.9665264219698095,TRUE,TRUE,NA,NA,NA,O-acetyl-mandelic-acid_4-aminobutanoic acid (known structural isomers: 7; isobaric peaks in run: 1),Yes,1.9468729633785251
540,415.1718251034233,0.47025105,MSV000089558_5271,MSV000092652_4065,1.8941610663512976,1.9978551035913579,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9460080849713277
568,427.20784128386896,1.8646405,MSV000089558_9564,MSV000092652_8073,1.7677682993582469,2.119610952153278,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9436896257557625
360,367.14983337470665,0.9414647,MSV000089558_7803,MSV000092652_6104,1.8834774384315396,2.002646001030938,TRUE,TRUE,1-beta-D-Glucopyranosyl-L-tryptophan,NA,NA,NA,Yes,1.9430617197312388
564,426.2609579170974,4.5328355,MSV000089558_27969,MSV000092652_24530,1.8418291676762453,2.0353183089767515,FALSE,FALSE,Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,NA,NA,NA,Yes,1.9385737383264985
93,456.3315567621101,4.2010636,MSV000089558_25942,MSV000092652_23072,1.738175046357211,2.1324678718911567,TRUE,TRUE,NA,NA,NA,Candidate Carnitine (delta mass 294.219 putative explanation: CAR 18:2;O2),Yes,1.9353214591241839
542,416.2660203801327,3.2657583,MSV000089558_17837,MSV000092652_17798,1.8351738936228672,2.024401444113856,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9297876688683617
117,470.3477038364711,4.6871867,MSV000089558_28643,MSV000092652_24958,1.727415215005346,2.1284408309073246,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9279280229563351
77,444.33204121843954,4.507984,MSV000089558_27890,MSV000092652_24387,1.6878414882657822,2.167433939435906,TRUE,TRUE,NA,NA,NA,Carnitine_Isoamyl alcohol_dodecanedioic acid (known structural isomers: 1; isobaric peaks in run: 1),Yes,1.927637713850844
196,335.1721728761282,2.5111003,MSV000089558_12808,MSV000092652_12076,1.6993804881646093,2.1495677258065666,TRUE,TRUE,NA,NA,NA,NA,Yes,1.924474106985588
144,314.23291998238716,3.5844464,MSV000089558_20182,MSV000092652_19848,1.7773275445447252,2.069565812461055,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 152.1193; sirius atomic difference: 10C, 16H, 1O; buddy atomic difference: 10C, 16H, 1O; putative explanation: CAR 10:1)",Yes,1.92344667850289
132,481.2442111271427,2.860718,MSV000089558_14927,MSV000092652_14588,1.9416683737688718,1.89146520724849,TRUE,TRUE,NA,NA,NA,NA,Yes,1.916566790508681
398,387.2940431480224,4.1494207,MSV000089558_25775,MSV000092652_22807,1.6865212534444332,2.1437297639572956,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9151255087008643
634,174.14894456287718,0.3872595,MSV000089558_4871,MSV000092652_3602,1.8413572667226266,1.98642084144128,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9138890540819533
379,377.19205013969776,0.46201795,MSV000089558_4529,MSV000092652_3287,1.6803259698110065,2.143125852694483,TRUE,TRUE,NA,NA,NA,NA,Yes,1.9117259112527447
416,396.3112099125903,4.680896,MSV000089558_28673,MSV000092652_25003,1.832253050836689,1.9791278661009937,TRUE,TRUE,"""Candidate Dihydroxylated bile acid (delta mass 3.0112; sirius atomic difference: -1C, 1H, 1N; buddy atomic difference: -1C, 1H, 1N)""",NA,NA,"Candidate Carnitine (delta mass 234.1984; sirius atomic difference: 12C, 22H, 6N, -1O; buddy atomic difference: 16C, 26H, 1O; putative explanation: CAR 16:2)",Yes,1.9056904584688414
574,430.3162913733592,4.0270133,MSV000089558_23746,MSV000092652_22349,1.7419055821316545,2.055527858129826,TRUE,TRUE,"""Candidate Dihydroxylated bile acid (delta mass 37.0162; sirius atomic difference: -1C, 3H, 1N, 2O; buddy atomic difference: -1C, 3H, 1N, 2O)""",NA,NA,"Carnitine_Isoamyl alcohol_1,11-undecanedicarboxylic acid (known structural isomers: 1; isobaric peaks in run: 1)",Yes,1.8987167201307402
72,442.3173578914976,4.338328,MSV000089558_26459,MSV000092652_23383,1.7635411195911863,2.0262762990375243,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8949087093143553
89,455.2180264201471,3.3506439,MSV000089558_18057,MSV000092652_18308,1.8992500914070376,1.8866071979682717,TRUE,TRUE,NA,NA,NA,O-acetyl-mandelic-acid_O-acetyl-mandelic-acid_cadaverine (known structural isomers: 2; isobaric peaks in run: 2),Yes,1.8929286446876548
99,458.346582627717,3.7836955,MSV000089558_21744,MSV000092652_21164,1.6631328340545668,2.1134995887865933,TRUE,TRUE,NA,NA,NA,NA,Yes,1.88831621142058
65,441.202237395588,3.2161484,MSV000089558_17273,MSV000092652_17198,1.8181468649866566,1.9502593650621147,TRUE,TRUE,Massbank:PR311024 Diferuloyl putrescine,NA,NA,NA,Yes,1.8842031150243856
57,667.2871202480799,3.1816278,MSV000089558_17345,MSV000092652_16735,1.5870189219947708,2.176578921841092,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8817989219179314
153,318.1912644973013,2.249889,MSV000089558_10920,MSV000092652_9774,1.6072786700584356,2.155479541810941,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 156.0787; sirius atomic difference: 8C, 12H, 3O; buddy atomic difference: 8C, 12H, 3O; putative explanation: CAR 8:1;O2)",Yes,1.8813791059346885
163,323.15995846242714,1.2505543,MSV000089558_8032,MSV000092652_6765,1.638087057660133,2.1196016718142814,TRUE,TRUE,NA,NA,NA,NA,Yes,1.878844364737207
363,368.2798490918539,4.30553,MSV000089558_26413,MSV000092652_23500,1.7691852616083485,1.984253914222742,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 206.1677; sirius atomic difference: 14C, 22H, 1O; buddy atomic difference: 14C, 22H, 1O; putative explanation: CAR 14:2)",Yes,1.8767195879155452
447,291.16367994452236,2.4221876,MSV000089558_12596,MSV000092652_11613,1.7525466673529675,1.9930509597316723,TRUE,TRUE,NA,NA,NA,NA,Yes,1.87279881354232
537,414.3215113819907,4.570915,MSV000089558_28150,MSV000092652_24714,1.6301187400855681,2.114838827174502,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8724787836300352
330,272.12437994741964,0.36650255,MSV000089558_4928,MSV000092652_3702,1.8697156020554582,1.8688281686176849,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8692718853365715
336,276.14395343660664,0.36916438,MSV000089558_4479,MSV000092652_3354,1.9487688602834936,1.7888887567453313,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 114.0315; sirius atomic difference: 5C, 6H, 3O; buddy atomic difference: 5C, 6H, 3O; putative explanation: CAR 5:1;O2)",Yes,1.8688288085144125
530,411.1919917901566,3.1858776,MSV000089558_16990,MSV000092652_16935,1.8067836066520697,1.9249495077670056,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8658665572095376
387,381.181908757664,3.15084,MSV000089558_16743,MSV000092652_16712,1.8314476451518853,1.8923267794241583,TRUE,TRUE,(Z)-3-(4-hydroxyphenyl)-N-[4-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]amino]butyl]prop-2-enamide,NA,NA,NA,Yes,1.8618872122880217
291,246.1701596273335,1.7546777,MSV000089558_9261,MSV000092652_7537,1.6379455620438779,2.0794313066352936,TRUE,TRUE,Isovalerylcarnitine - 40.00 eV,NA,NA,"Candidate Carnitine (delta mass 84.0584; sirius atomic difference: 5C, 8H, 1O; buddy atomic difference: 5C, 8H, 1O; putative explanation: CAR 5:0)",Yes,1.8586884343395857
1,553.2976881574692,3.835663,MSV000089558_22784,MSV000092652_21751,1.6149463252849199,2.1023433568481593,TRUE,TRUE,NA,NA,NA,Candidate Carnitine with acetylcysteine substitution (delta mass 391.1818 putative explanation: N/A),Yes,1.8586448410665395
307,259.09277742928225,0.3249591,MSV000089558_3420,MSV000092652_2298,1.854455382202162,1.859524209933063,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8569897960676127
202,339.1077894078449,2.9665885,MSV000089558_13787,MSV000092652_15336,1.8036484594222078,1.9091647960216513,TRUE,FALSE,NA,NA,NA,NA,No,1.8564066277219295
361,368.1276850423829,1.0736277,MSV000089558_8323,MSV000092652_6590,1.7406460080240103,1.9713677581336715,TRUE,TRUE,NA,NA,NA,NA,Yes,1.856006883078841
647,1066.3463833224796,3.3596277,MSV000089558_18164,MSV000092652_18376,1.747544253569122,1.9637874909364927,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8556658722528074
637,179.1287604809421,0.3534615,MSV000089558_2067,MSV000092652_3015,1.9571336058946787,1.749899108204127,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8535163570494029
597,505.2654915329357,3.08775,MSV000089558_16419,MSV000092652_16294,1.5844682222072788,2.1185005568745834,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8514843895409312
97,457.3326808717771,4.181848,MSV000089558_25916,MSV000092652_23088,1.5523203242104124,2.144681882979944,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8485011035951784
508,402.28343529404424,3.7012343,MSV000089558_20554,MSV000092652_20595,1.8324183507671106,1.8641985877403915,TRUE,TRUE,NA,NA,NA,Candidate Carnitine (delta mass 240.1725 putative explanation: CAR 14:1;O2),Yes,1.848308469253751
466,300.1439976256554,0.37364417,MSV000089558_4516,MSV000092652_3421,1.5655431350087403,2.1279922365150763,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8467676857619084
488,311.16097289397726,2.1603677,MSV000089558_10696,MSV000092652_9696,1.8166957569797324,1.8737475068097138,FALSE,FALSE,NA,NA,NA,NA,Yes,1.8452216318947232
573,429.30118445135207,3.9585035,MSV000089558_22651,MSV000092652_22008,1.591699411488708,2.0957354378671185,TRUE,TRUE,NA,NA,NA,NA,Yes,1.843717424677913
428,281.14980127848946,0.6030787,MSV000089558_6494,MSV000092652_5180,1.8043005485807608,1.8784343972250686,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8413674729029146
583,434.2560706005325,3.2813363,MSV000089558_18138,MSV000092652_18257,1.6204950819243351,2.050692675621121,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8355938787727282
142,314.1450076294246,0.3651278,MSV000089558_4899,MSV000092652_3595,1.9493750527603328,1.7138171715410226,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8315961121506779
339,356.2799880818219,4.3895383,MSV000089558_26572,MSV000092652_23783,1.693899262592971,1.966926775215309,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 194.1668; sirius atomic difference: 13C, 22H, 1O; buddy atomic difference: 13C, 22H, 1O; putative explanation: CAR 13:1)",Yes,1.83041301890414
425,280.1392363059261,0.32198635,MSV000089558_3695,MSV000092652_2573,1.932381613990658,1.7247824236954543,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8285820188430562
584,435.16498226800695,2.9941368,MSV000089558_15749,MSV000092652_15638,1.5469835217216463,2.099149570363926,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8230665460427862
405,392.182120326486,0.51128834,MSV000089558_5825,MSV000092652_4598,1.8363430755431194,1.8088984855832033,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8226207805631613
440,288.2168400006739,3.3073814,MSV000089558_17952,MSV000092652_17994,1.7861875188569152,1.8584487510473378,TRUE,TRUE,Octanoylcarnitine - 30.00 eV,NA,NA,NA,Yes,1.8223181349521265
229,353.1000878450634,2.9971683,MSV000089558_15849,MSV000092652_15746,1.5491895354310383,2.0865974760676123,FALSE,FALSE,NA,NA,NA,NA,Yes,1.8178935057493253
326,270.19283827237416,0.8091257,MSV000089558_7173,MSV000092652_5654,1.56717713255155,2.0674927914616394,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8173349620065946
356,364.21224380653746,3.9907713,MSV000089558_23570,MSV000092652_22281,1.7612459667247242,1.8661152563125802,FALSE,FALSE,NA,NA,NA,NA,Yes,1.8136806115186523
238,192.06879076147447,1.0363158,MSV000089558_8302,MSV000092652_6625,1.93040105525342,1.696405712779515,TRUE,TRUE,N-ACETYL-DL-METHIONINE - 40.0 eV,NA,NA,NA,Yes,1.8134033840164676
154,318.1916862934389,2.4457464,MSV000089558_12988,MSV000092652_12222,1.8248391162908923,1.7946306703824093,FALSE,FALSE,NA,NA,NA,NA,Yes,1.8097348933366508
509,405.2637635906824,3.966389,MSV000089558_23473,MSV000092652_22203,1.7614996224904242,1.8541394230477874,FALSE,FALSE,"""Candidate Pentahydroxylated bile acid (delta mass -36.0207; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O)""",NA,NA,NA,Yes,1.8078195227691058
35,614.28644006199,3.2263703,MSV000089558_18905,MSV000092652_16817,1.7219623850520445,1.8871368276819067,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8045496063669755
374,374.2554652943522,3.0532498,MSV000089558_16823,MSV000092652_16073,1.9593449084358308,1.6420344539728224,TRUE,TRUE,NA,NA,NA,NA,Yes,1.8006896812043265
482,309.1660887207174,0.22881027,MSV000089558_1587,MSV000092652_529,1.8499600859265133,1.7441473187581962,TRUE,TRUE,Fructoselysine,NA,NA,NA,Yes,1.7970537023423547
395,386.29037768260406,3.7432902,MSV000089558_19311,MSV000092652_20580,1.6399283223394803,1.9537071570451703,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7968177396923253
366,370.2954950183714,4.550617,MSV000089558_27966,MSV000092652_24561,1.76170866035888,1.8301421584389639,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 208.1823; sirius atomic difference: 14C, 24H, 1O; buddy atomic difference: 14C, 24H, 1O; putative explanation: CAR 14:1)",Yes,1.7959254093989219
561,425.1944268118766,1.8825185,MSV000089558_9841,MSV000092652_8253,1.8874960849527602,1.7029641811013074,TRUE,TRUE,NA,NA,NA,NA,Yes,1.795230133027034
261,223.1443198614485,0.54206765,MSV000089558_6087,MSV000092652_4833,1.5800590913926411,2.0008696523039764,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7904643718483086
164,323.15961620802625,1.4988016,MSV000089558_9003,MSV000092652_7158,1.4009496309875717,2.1714128514712696,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7861812412294207
563,425.2386445062515,2.0565171,MSV000089558_10767,MSV000092652_9119,1.757321228869872,1.8070549959496083,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7821881124097403
150,316.24842749308294,3.8453407,MSV000089558_22478,MSV000092652_21657,1.7606913884597621,1.8002118267968197,TRUE,TRUE,DECANOYLCARNITINE,NA,NA,"Candidate Carnitine (delta mass 154.1355; sirius atomic difference: 10C, 18H, 1O; buddy atomic difference: 10C, 18H, 1O; putative explanation: CAR 10:0)",Yes,1.780451607628291
357,365.1929606247287,0.47541612,MSV000089558_5020,MSV000092652_4225,1.889002042122035,1.6709806263445033,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7799913342332692
372,374.18507819548034,2.5581837,MSV000089558_13192,MSV000092652_12561,1.7448584288227869,1.8111112283630746,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7779848285929307
2,555.3140312942373,4.0562496,MSV000089558_24121,MSV000092652_22489,1.472170653417968,2.0825182511359874,TRUE,TRUE,NA,NA,NA,Candidate Carnitine with acetylcysteine substitution (delta mass 393.1976 putative explanation: N/A),Yes,1.7773444522769777
88,454.3160899807286,4.043984,MSV000089558_24000,MSV000092652_22463,1.8082209386033026,1.7460371567132547,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7771290476582786
246,206.13908102151055,0.3393787,MSV000089558_3708,MSV000092652_3042,1.600051051047094,1.9489224068846267,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7744867289658603
552,422.32663170934075,5.2335477,MSV000089558_31840,MSV000092652_26852,1.8219874954517201,1.720445205244494,FALSE,FALSE,"""Candidate Trihydroxylated bile acid (delta mass 13.0326; sirius atomic difference: 1C, 3H, 1N, -1O; buddy atomic difference: 1C, 3H, 1N, -1O)""",NA,"12-hydroxyoctadecanoic-acid_L-valine (known structural isomers: 3; isobaric peaks in run: 1);3a, 12k_(R)-(-)-methyl mandelate (known structural isomers: 0; isobaric peaks in run: 24)","3a, 12k_3,4-dimethoxy-5-hydroxybenzaldehyde (known structural isomers: 0; isobaric peaks in run: 24)",Yes,1.771216350348107
267,227.10263350720132,0.5231178,MSV000089558_3822,MSV000092652_4847,1.4688148554750187,2.0733365130655717,FALSE,TRUE,Spectral Match to PyroGlu-Pro from NIST14,NA,NA,NA,No,1.7710756842702953
628,135.11684441309373,2.450474,MSV000089558_12442,MSV000092652_11707,1.3154906731625384,2.2217147144773954,FALSE,FALSE,Adamantylidene,NA,NA,NA,Yes,1.7686026938199668
295,250.10782128993904,2.5546532,MSV000089558_12861,MSV000092652_12196,1.7895211678613683,1.7353215657059977,TRUE,TRUE,NA,NA,NA,NA,Yes,1.762421366783683
417,397.17796544616726,2.9330955,MSV000089558_15587,MSV000092652_15565,1.8604985211521305,1.6594164381393393,TRUE,TRUE,NA,NA,NA,NA,Yes,1.759957479645735
493,313.10710537926553,3.0077705,MSV000089558_15834,MSV000092652_15741,1.4516882840051042,2.067910583190573,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7597994335978386
190,331.1176786881077,2.7234335,MSV000089558_12934,MSV000092652_13759,1.6689456973047168,1.8437872553028545,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7563664763037856
129,479.2263319851085,3.0817704,MSV000089558_16184,MSV000092652_16088,1.9091511627382256,1.5952691621767061,TRUE,TRUE,NA,NA,NA,NA,Yes,1.752210162457466
48,643.2392569546815,3.5758557,MSV000089558_19791,MSV000092652_19806,1.8429707400589799,1.6595070955270739,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7512389177930268
617,533.3358880265607,4.3207517,MSV000089558_26590,MSV000092652_23601,1.8084760798498103,1.6936486899126744,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7510623848812423
480,307.0929762952899,2.0223737,MSV000089558_10399,MSV000092652_8959,1.8775400344737982,1.6243348938826465,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7509374641782225
644,881.396474726791,3.291621,MSV000089558_17264,MSV000092652_17315,1.6570167928326787,1.8425215015789256,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7497691472058021
543,416.337315872704,4.176287,MSV000089558_25531,MSV000092652_22845,1.6741075939926118,1.8193000012877503,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 254.2234; sirius atomic difference: 16C, 30H, 2O; buddy atomic difference: 16C, 30H, 2O; putative explanation: CAR 16:0;O)",Yes,1.7467037976401811
586,488.2752005659342,4.3351665,MSV000089558_26646,MSV000092652_23606,1.7203337133169005,1.772844040113596,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7465888767152484
364,369.21365351888426,0.6384673,MSV000089558_6757,MSV000092652_5329,1.6718366204037702,1.8178871659209783,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7448618931623743
